2014,145500,23.4,1248,74,450000
2014,120000,21.14,1498,103.52,370000
2006,140000,17.7,1497,78,158000
2010,127000,23,1396,90,225000
2007,120000,16.1,1298,88.2,130000
2017,45000,20.14,1197,81.86,440000
2007,175000,17.3,1061,57.5,96000
2001,5000,16.1,796,37,45000
2011,90000,23.59,1364,67.1,350000
2013,169000,20,1399,68.1,200000
2014,68000,19.01,1461,108.45,500000
2005,100000,17.3,993,60,92000
2009,140000,19.3,1248,73.9,280000
2009,90000,18.9,1061,67,180000
2016,40000,18.15,1198,82,400000
2016,70000,24.52,1248,88.5,778000
2012,53000,23,1396,90,500000
2002,80000,19.7,796,46.3,150000
2016,100000,22.54,1396,88.73,680000
2011,100000,21,1461,64.1,174000
2017,50000,25.5,1498,98.6,950000
2015,40000,26.59,1248,74,525000
2012,72000,21.5,1248,88.8,600000
2018,35000,20.3,1199,83.81,500000
2016,45000,21.4,1197,83.1,575000
2017,28000,24.7,796,47.3,275000
2013,70000,18.2,1248,73.8,300000
2009,120000,18.9,1061,67,220000
2018,25000,16.8,796,34.2,254999
2017,70000,24.3,1248,88.5,670000
2012,35000,14,796,35,150000
2018,2388,18.6,1197,81.83,730000
2017,16200,24.3,1248,88.5,650000
2019,10000,33.44,796,40.3,330000
2019,15000,23.95,998,67.1,366000
2019,5000,17,1591,121.3,1149000
2016,42000,20.63,1198,67,150000
2011,60000,13.93,2179,138.03,425000
2012,76000,16.1,796,37,150000
2019,5000,16,1368,160.77,2100000
2018,28900,17.8,1497,117.3,925000
2013,86300,16.8,1497,116.3,425000
2018,23300,18.5,1197,83.14,675000
2018,32600,24.3,1248,88.5,819999
2018,10300,23.95,998,67.05,390000
2014,77000,12.55,2982,168.5,1500000
2013,99000,12.99,2494,100,700000
2014,27800,14.8,2143,120.7,1450000
2015,49800,24.7,1498,98.63,425000
2013,151000,13.5,2477,175.56,1090000
2015,54700,26,1498,98.6,600000
2018,64000,20.65,1462,103.25,850000
2015,63000,27.3,1498,98.6,525000
2016,127700,11.36,2755,171.5,1650000
2016,99000,12.99,2494,100.6,950000
2013,33900,17.68,1968,174.33,1750000
2018,25000,14.28,1798,138.03,1590000
2013,50000,18.53,1968,187.74,1689999
2013,59000,14.84,2143,170,1425000
2011,120000,21.12,1248,88.8,265000
2011,110000,20.36,1197,78.9,190000
2013,60000,21.27,1396,88.76,425000
2015,147000,26.59,1248,74,630000
2017,25000,18.16,1196,86.8,600000
2019,30000,21.4,1197,83.1,650000
2016,40000,22,1498,108.495,540000
2015,135000,25.1,1498,98.6,630000
2018,30000,20.51,998,67,448000
2017,80000,21.66,1498,108.62,500000
2016,70000,24.3,1248,88.5,745000
2019,9850,24.3,1248,88.5,1025000
2011,60000,20.36,1197,78.9,235000
2016,70000,25.2,1248,74,630000
2015,78000,12.55,2982,168.5,1700000
2013,120000,22.9,1248,74,450000
2012,120000,16.02,1373,93.7,450000
2013,170000,20.54,1598,103.6,450000
2016,140000,12.99,2494,100.6,1200000
2015,90000,22.77,1498,98.59,610000
2016,30000,15.71,1998,189,2500000
2017,10000,23.1,998,67.04,484999
2016,49000,19.02,1198,67.05,275000
2016,32000,24.7,796,47.3,315000
2016,38000,24.7,796,47.3,275000
2012,28000,19.81,1086,68.05,290000
2017,32000,14,796,35,280000
2010,44000,26.2,998,58.2,225000
2015,42000,16.47,1198,74,455000
2015,45000,19.81,1086,68.05,351000
2012,12000,15.04,1598,103.6,535000
2009,55500,18.2,998,67.1,175000
2013,61500,18.5,1197,82.85,525000
2016,150000,26.59,1248,74,600000
2016,72000,19.1,1197,82,565000
2008,68000,19.7,796,46.3,120000
2017,110000,22.54,1396,88.73,725000
2009,77000,21.79,998,67.05,185000
2010,100000,18.8,1248,90,200000
2019,10000,21.21,1197,81.8,615000
2016,100000,15.37,1196,73,270000
2018,35000,21.4,1197,83.1,610000
2014,70000,11.79,2179,120,625000
2020,5000,19,1194,94.68,400000
2017,37800,17,1591,121.3,866000
2010,114000,14.3,1798,160,700000
2010,48000,15.8,1172,65,300000
2019,32000,15.1,2179,155,1700000
2016,100000,19.09,1405,69.01,375000
2013,150000,22.32,1582,126.32,522000
2013,69000,21.9,1396,88.76,451999
2009,100000,14.53,1798,138.1,300000
2020,13000,21.63,998,67.04,475000
2016,60000,24.3,1248,88.5,780000
2017,40000,20.85,1197,83.14,595000
2014,70000,20.45,1461,83.8,400000
2016,50000,19.67,1582,126.2,1140000
2017,76139,23,1498,98.96,850000
2012,175000,19.3,1248,73.9,370000
2018,25000,23.01,999,67,350000
2015,40000,23.1,998,67.04,360000
2008,65000,19.7,796,46.3,105000
2013,90000,20.77,1248,88.76,625000
2009,80000,17.92,1086,62.1,135000
2015,110000,20.77,1248,88.76,700000
2019,1303,17.8,1198,86.7,690000
2018,31800,17.01,1968,188,3975000
2019,20000,22.37,2487,214.56,5150000
2017,45000,19.33,1999,177,3200000
2017,17000,9.5,3604,280,4100000
2019,21000,12.83,1999,148.31,4500000
2017,37000,13.5,2987,254.79,6000000
2018,29500,22.48,1995,187.74,3790000
2019,7500,16.78,1995,190,5800000
2018,50000,14.67,1798,177.46,1864999
2016,35000,15,2143,204,2700000
2019,19000,13.96,1451,141,1750000
2017,41000,18,1497,117.6,795000
2013,39000,14.28,1798,138.03,625000
2018,22000,18,1969,190,3400000
2015,53000,12.07,2967,241.4,2650000
2015,40000,26.21,1248,88.5,535000
2017,47000,13.5,2987,282,5850000
2010,72200,10.8,2497,150,975000
2016,49900,16.3,1797,147.5,805000
2017,9000,13.6,1999,177,2625000
2018,11000,17,1198,108.5,811000
2011,49000,15.04,1598,103.6,375000
2012,95000,16.3,1797,147.5,550000
2016,11000,14.3,1598,103.5,645000
2018,18000,15.04,1991,183,2550000
2014,46100,16.02,1373,93.7,599000
2017,16000,14.74,1991,181.04,2700000
2017,18000,15.6,1497,116.3,875000
2019,9654,19.56,1197,81.8,894999
2011,11000,23.95,998,67.05,175000
2012,24300,21.21,1197,81.8,340000
2016,42163,11.36,2755,171.5,1525000
2018,8000,21.5,1497,108.5,1025000
2016,30000,22.69,1995,190,2150000
2016,41000,19.16,2494,157.7,1900000
2016,12000,18.12,1995,190,2900000
2009,71000,12.1,2362,164.7,450000
2016,20000,17.5,1373,91.1,850000
2017,30000,42,1969,400,10000000
2011,100000,20.54,1598,103.6,300000
2018,9500,18.16,1196,86.8,575000
2011,120000,20,1399,68,160000
2015,36600,20.4,1197,81.8,515000
2015,50000,20.51,998,67,390000
2016,14000,18.6,1197,81.83,550000
1999,40000,16.1,796,37,40000
2010,120000,21.1,1248,73.9,220000
2015,70000,18.9,1197,82,425000
2019,13000,19.44,999,75,480000
2014,60000,18.9,1197,82,400000
2014,35000,19.1,1197,85.8,487000
2016,44000,19.1,1197,82,386000
2005,120000,13,1493,100,100000
2010,60000,21.43,1364,87.2,300000
2000,60000,18.5,796,53,100000
2014,30000,13,2982,168.5,1750000
2016,15000,18.15,1198,82,450000
2017,90000,22.95,1248,74,490000
2009,47000,17,1497,118,345000
2005,90000,17.3,993,60,85000
2010,120600,18.9,998,67.1,215000
2010,100000,16.2,1599,103.2,320000
2016,60000,20.85,1197,83.14,459999
2005,86000,15.3,1341,83,65000
2020,5000,18.6,1197,81.86,720000
2017,37000,28.09,1248,88.5,800000
2019,14000,20.3,1199,84,520000
2015,70000,20.77,1248,88.76,580000
2015,50000,17.4,1497,117.3,600000
2014,60000,19.4,1198,86.8,290000
2016,50000,26.6,998,58.16,360000
2017,50000,20.85,1197,83.14,550000
2013,70000,18.5,1197,82.85,375000
2018,35000,20.51,998,67,420000
2017,20000,21.21,1197,81.8,550000
2018,20000,24.7,796,47.3,270000
2018,7800,22,1197,81.8,700000
2017,20000,20.4,1197,81.8,500000
2019,15000,17.6,2179,147.94,1250000
2013,31377,18.5,1197,82.85,320000
2018,50000,28.4,1248,74.02,700000
2015,60000,20.51,998,67.04,290000
2012,100000,14.53,1794,138.1,550000
2012,60000,19.4,1198,86.8,265000
2018,5000,21.4,1197,83.1,830000
2017,60000,14.1,2179,147.94,800000
2011,25000,19.7,796,46.3,160000
2018,30000,25.17,799,53.3,335000
2017,80000,20.63,1198,67,329000
2017,75000,24.3,1248,88.5,775000
2020,32000,20.14,1197,81.86,524000
2015,40000,22.74,796,47.3,245000
2012,93000,17,1197,80,275000
2018,60000,17.57,1193,88.7,520000
2014,37000,16.95,1498,97.7,550000
2018,15000,17,1497,121.36,910000
2015,80000,19.49,1198,67.04,300000
2016,140000,20.51,998,67.04,350000
2013,70000,12.83,2696,162,900000
2013,120000,17.21,1493,100,300000
2010,110000,21.1,1248,73.9,250000
2017,37000,19.67,1582,126.2,1100000
2016,44000,25.17,799,53.3,270000
2015,80000,20.77,1248,88.76,640000
2015,125000,15.1,2179,140,650000
2017,13500,15.37,1196,73,409999
2011,75000,17.92,1086,62.1,165000
2007,120000,13.2,1495,94,80000
2012,120000,15.1,2179,140,535000
2013,70000,12.99,2494,100.57,700000
2013,70000,23.4,1248,74,550000
2019,15000,19,1199,88.76,680000
2009,53000,20.36,1197,78.9,200000
2014,120000,23.4,1248,74,500000
2016,70000,24.52,1248,88.5,1000000
2008,120000,14.2,1341,82.9,110000
2012,100000,18.5,1197,80,320000
2015,100000,20.4,1197,83.11,350000
2013,162500,19.4,1405,70,170000
2017,39000,22.54,1396,88.73,800000
2017,75000,26.8,1248,74,500000
2017,50000,17.6,2179,153.86,1380000
2019,40000,17.3,1497,121,1300000
2013,92500,22.32,1582,126.3,530000
2012,158000,23.4,1248,74,360000
2012,120000,19.3,1248,73.9,310000
2015,50000,26,1498,98.6,725000
2012,110000,19.3,1248,73.9,340000
2017,2000,25.4,1186,73.97,550000
2011,181000,11.5,2982,171,1150000
2016,70000,27.28,1047,69,380000
2013,90000,17.97,1498,99.6,350000
2019,2000,18.6,1197,81.86,610000
2015,20000,20.85,1197,83.14,525000
2011,120000,12.8,2494,102,480000
2017,35000,16.55,2498,105,780000
2012,193000,19.3,1248,73.9,320000
2014,80000,20.4,1197,81.8,375000
2019,40000,19.02,1198,67.05,300000
2015,70000,22.54,1396,88.73,500000
2011,122358,12.05,2179,120,404000
2015,75000,14.07,2956,69.01,500000
2017,120000,27.28,1047,69,350000
2015,40000,17.57,1193,88.7,380000
2008,95200,13.2,1495,94,114999
2014,33033,19.4,1198,86.8,335000
2015,63063,18.9,1197,82,465000
2012,60000,21.02,1248,88.76,290000
2005,45000,19.7,796,46.3,110000
2011,80000,11.57,2179,138.1,450000
2009,170000,13.6,2523,63,400000
2007,207890,13.6,2523,63,210000
2018,7976,17.9,2143,170,4600000
2016,35000,16.8,796,34.2,220000
2017,35000,18.9,1197,82,450000
2017,35000,18.9,1197,82,450000
2013,50000,16.95,1197,78.9,290000
2016,20000,20.4,1197,81.8,520000
2011,20000,16.95,1197,78.9,265000
2012,50000,18.6,1197,85.8,330000
2012,50000,18.6,1197,85.8,330000
2014,120000,15.96,2523,62.1,509999
2014,70000,17.1,1591,121.3,500000
2015,50000,17.19,1197,81.86,525000
2019,16500,21.01,1197,81.8,675000
2010,70000,17,1197,80,300000
2005,99361,19.7,796,46.3,90000
2017,25000,26.59,1248,74,650000
2014,70000,19.1,1197,85.8,409000
2015,80000,24,1120,70,395000
2014,70000,19.1,1197,85.8,400000
2012,60000,18.6,1199,79.4,120000
2018,10000,20.3,1199,84,645000
2006,80000,16.1,796,37,81000
2017,30000,25.6,1498,97.9,1300000
2017,33000,25.6,1498,97.9,1250000
2013,90000,16.02,1373,93.7,535000
2014,80100,19.01,1461,108.5,555000
2014,120000,17.4,1497,117.3,725000
2016,40000,25.17,799,53.3,229999
2013,160000,12.99,2494,100.6,800000
2017,47000,20.51,998,67.04,409999
2018,25000,21.38,1396,88.7,1210000
2017,26000,23.84,1199,84,400000
2018,29000,24,1186,73.97,520000
2016,50000,21.4,1197,83.1,650000
2011,58000,16.1,1298,88.2,325000
2012,120000,17.4,1197,85.8,420000
2014,50000,20.4,1197,81.8,400000
2010,80000,17,1197,80,254999
2003,60000,17.3,993,60,65000
2017,36000,23.1,998,67.04,351000
2007,120000,12.8,2494,102,404000
2011,185000,21.1,1248,73.9,185000
2011,50000,23.08,1461,63.1,250000
2002,100000,17.3,993,60,60000
2013,50000,17.1,1591,121.3,500000
2007,80000,18.2,998,67.1,85000
2005,80000,19.7,796,46.3,85000
2011,90000,19.3,1248,73.9,265000
2010,162000,19,998,66.1,130000
2013,110000,20.77,1248,88.76,480000
2008,120000,17.8,1248,75,170000
2011,45000,23.08,1461,63.1,275000
2005,90000,18.9,998,67.1,89000
2010,90000,20,1399,68,170000
2019,16500,17,1197,110,1090000
2017,67000,17.01,1582,126.2,1100000
2018,52000,22,1197,81.8,610000
2016,40000,20.63,1198,67,335000
2015,40000,18.9,1197,82,434999
2018,35000,14.24,2755,174.5,3000000
2018,13000,20.71,799,53.26,390000
2012,40000,18.5,1198,86.8,325000
2019,10000,17,1198,73.75,640000
2012,9000,16.95,1498,97.7,450000
2013,70000,23.59,1364,67.06,400000
2009,60000,20.36,1197,78.9,215000
2014,40000,20.45,1461,83.8,570000
2012,93000,15.1,2179,140,680000
2008,80000,12.8,2494,102,325000
2011,50000,15.64,1193,64.08,150000
2013,68000,14.5,1797,147.5,690000
2013,25000,14.84,2143,170,1550000
2012,18000,25.4,624,37.5,64000
2013,120000,23.08,1461,63.1,250000
2005,35000,18.9,998,67.1,65000
2016,60000,26.59,1248,74,550000
2010,70000,20.36,1197,78.9,140000
2016,30000,25.17,799,53.3,300000
2016,70000,16.34,1798,189.3,800000
2017,9000,13.6,1999,177,2625000
2019,20000,22.37,2487,214.56,5150000
2017,45000,19.33,1999,177,3200000
2015,110000,14.1,2179,147.94,503000
2019,20000,18,1969,190,3800000
2016,68089,19.16,2494,157.7,2000000
2013,58343,21.79,998,67.05,225000
2018,38817,27.39,1248,74,740000
2016,56494,18.2,1199,88.7,550000
2013,79328,12.99,2494,100.6,750000
2019,5621,22,1197,81.8,650000
2017,25538,16.78,1496,88.73,625000
2018,69779,22,1197,81.8,600000
2017,56290,24,1186,73.97,450000
2019,7500,16.78,1995,190,5400000
2019,8500,16.78,1995,190,5500000
2019,7032,19,1199,88.76,779000
2016,11000,14.3,1598,103.5,645000
2018,2000,16.8,1984,150,2475000
2010,106000,20.36,1197,78.9,150000
2009,120000,11.1,2354,158.8,500000
2015,90000,26.59,1248,74,480000
2014,70000,22.32,1582,126.32,535000
2005,240000,12.8,2494,102,250000
2012,100000,21.5,1248,88.8,300000
2009,214000,13.9,1599,103.2,340000
2009,214000,16.8,1493,110,340000
2016,50000,22.74,796,47.3,240000
2018,1000,18,1497,117.6,1085000
2017,19000,28.4,1248,74.02,750000
2012,265000,17,1405,70,95000
2020,35000,20.88,1196,61.7,409999
2014,80000,23.95,998,67.05,215000
2016,50000,16,2179,140,1290000
2010,80000,20.92,998,67.1,150000
2013,50000,21.1,814,55.2,219000
2018,100000,23.84,1199,84,325000
2013,120000,15.1,1196,73,260000
2017,9000,13.6,1999,177,2625000
2019,20000,22.37,2487,214.56,5150000
2017,45000,19.33,1999,177,3200000
2015,110000,14.1,2179,147.94,503000
2019,20000,18,1969,190,3800000
2016,68089,19.16,2494,157.7,2000000
2013,58343,21.79,998,67.05,225000
2018,38817,27.39,1248,74,740000
2016,56494,18.2,1199,88.7,550000
2013,79328,12.99,2494,100.6,750000
2019,5621,22,1197,81.8,650000
2017,25538,16.78,1496,88.73,625000
2018,69779,22,1197,81.8,600000
2017,56290,24,1186,73.97,450000
2019,7500,16.78,1995,190,5400000
2019,8500,16.78,1995,190,5500000
2019,7032,19,1199,88.76,779000
2016,11000,14.3,1598,103.5,645000
2018,2000,16.8,1984,150,2475000
2019,40000,23.8,1498,78.9,700000
2017,45000,21.38,1396,88.7,950000
2010,80000,19.7,796,46.3,160000
2015,135000,24.4,1120,71.01,409999
2015,120000,12.99,2494,100.6,840000
2013,67000,23.59,1364,67.1,450000
2017,50000,28.4,1248,74.02,900000
2008,134000,12.8,2494,102,570000
2011,110000,23.08,1461,63.1,254999
2009,40000,16.1,796,37,130000
2013,120000,23.4,1248,74,530000
2015,110000,20.14,1498,88.8,520000
2011,170000,21,1461,64.1,229999
2004,80000,16.1,796,37,81000
2016,47000,25.2,1248,74,600000
2015,93000,19.1,1197,81.86,409999
2010,70000,16.1,796,37,120000
2014,50000,23.1,998,67.04,320000
2015,70000,20,1399,68.05,292000
2012,80000,13.93,2179,138.03,390000
2016,44000,18.16,1196,86.8,550000
2014,25000,23.1,998,67.04,385000
2016,25000,15.29,1591,121.3,800000
2019,10000,21.21,1197,81.8,675000
2018,50000,17.6,2179,153.86,1525000
2018,30000,23,1498,98.96,950000
2015,50000,21.19,1396,88.73,610000
2012,120000,22.54,1396,88.73,525000
2019,40000,23.8,1498,78.9,700000
2015,80000,15.96,2523,62.1,375000
2015,90000,20.45,1461,83.8,580000
2015,50000,20.4,1197,83.11,434999
2020,2136,22.5,999,67,350000
2012,250000,12.99,2494,100,730000
2015,35000,18.6,1197,81.83,600000
2015,120000,12.99,2494,100.6,1050000
2017,70000,27.39,1248,74,735000
2018,18000,19.6,1461,108.45,1050000
2016,110000,18.2,1248,73.74,420000
2017,60000,23.65,1248,88.5,800000
2015,60000,12.55,2982,168.5,2000000
2016,147000,26.59,1248,74,600000
2015,130000,12.55,2982,168.5,1900000
2011,99500,11.5,1991,147.9,500000
2011,110000,17,1405,71,200000
2016,35000,19.49,1198,67.04,370000
2010,110000,16.2,1493,110,260000
2016,100000,25.32,1198,77,280000
2014,21000,16.02,1373,93.7,610000
2013,60000,23.5,1498,90,300000
2010,40000,16.6,1405,70,140000
2008,50000,19.81,1086,68.05,229999
2010,65000,19,998,66.1,200000
2011,80000,18.9,998,67.1,200000
2015,119000,23.9,1582,126.2,560000
2016,80000,24.52,1248,88.5,750000
2017,90000,25.2,1248,74,585000
2016,20000,17.01,1591,121.4,760000
2014,80000,25.2,1248,74,430000
